iclr19_1399_1_2	 Hyperparameters were honestly optimized.	 POS
iclr19_1399_1_3	 The method does show some modest improvements in the experiments provided by the authors.	 POS
iclr19_1399_1_4	 The analysis of the results is quite insightful.	 POS
iclr19_1399_1_5	 Weaknesses: - The experiments are done on CIFAR-10, CIFAR-100 and subsets of CIFAR-100.	 NA
iclr19_1399_1_6	 These were good data sets a few years ago and still are good data sets to test the code and sanity of the idea, but concluding anything strong based on the results obtained with them is not a good idea.	 NEG
iclr19_1399_1_7	 The authors claim the formalization of the problem to be one of their contributions.	 NA
iclr19_1399_1_8	 It is difficult for me to accept it.	 NA
iclr19_1399_1_9	 The formalization that the authors proposed is basically the definition of curriculum learning.	 NEG
iclr19_1399_1_10	 There is no novelty about this.	 NEG
iclr19_1399_1_11	 The proposed method introduces a lot of complexity for very small gains.	 NEG
iclr19_1399_1_12	 While these results are scientifically interesting, I don't expect it to be of practical use.	 POS
iclr19_1399_1_13	 The results in Figure 3 are very far from the state of the art.	 NEG
iclr19_1399_1_14	 I realize that they were obtained with a simple network, however, showing improvements in this regime is not that convincing.	 NEG
iclr19_1399_1_15	 Even the results with the VGG network are very far from the best available models.	 NEG
iclr19_1399_1_16	 I suggest checking the papers citing Bengio et al. (2009) to find lots of closely related papers.	 NA
iclr19_1399_1_17	 In summary, it is not a bad paper, but the experimental results are not sufficient to conclude that much.	 NEG
iclr19_1399_1_18	 Experiments with ImageNet or some other large data set would be advisable to increase significance of this work. "	 NEG
iclr19_242_2_0	 This paper tested a very simple idea: when we do large batch training, instead of sampling more training data for each minibatch, we use data augmentation techniques to generate training data from a small minibatch.	 NA
iclr19_242_2_1	 The authors claim the proposed method has better generalization performance.	 NA
iclr19_242_2_2	 I think it is an interesting idea, but the current draft does not provide sufficient support.	 NEG
iclr19_242_2_4	 The proposed method is very simple.	 NEG
iclr19_242_2_5	 In this case, I would expect the authors provide more intuitive explanations.	 NEG
iclr19_242_2_6	 It looks to me the better generalization comes from more complicated data augmentation, not from the proposed large batch training.	 NEG
iclr19_242_2_8	 It is unclear to me what is the benefit of the proposed method.	 NEG
iclr19_242_2_9	 Even provided more computing resources, the proposed method is not faster than small batch training.	 NEG
iclr19_242_2_10	 The improvement on test errors does not look significant.	 NEG
iclr19_242_2_11	 If given more computing resources, and under same timing constraint, we have many other methods to improve performance.	 NA
iclr19_242_2_12	 For example, a simple thing to do is t0 separately train networks with standard setting and then ensemble trained networks.	 NA
iclr19_242_2_13	 Or apply distributed knowledge distillation like in (Anil 2018 Large scale distributed neural network training through online distillation) 3.	 NA
iclr19_242_2_14	 The experiments are not strong.	 NEG
iclr19_242_2_15	 The largest batch considered is 64*32, which is relatively small.	 NEG
iclr19_242_2_16	 In figure 1 (b), the results of M=4,8,16,32 are very similar, and it looks unstable.	 NEG
iclr19_242_2_17	 It is unclear what is the default batchsize for Imagenet.	 NEG
iclr19_242_2_18	 In Table 1, the proposed method tuned M as a hyperparameter.	 NA
iclr19_242_2_19	 The baselines are fairly weak, the authors did not compare with any other method.	 NEG
iclr19_242_2_20	 I would expect at least the following baselines: i) use normal large batch training and complicated data augmentation, train the model for same number of epochs ii) use normal large batch training and complicated data augmentation, train the model for same number of iterations ii) use normal large batch training and complicated data augmentation, scale the learning rate up as in Goyal et al. 2017 4.	 NEG
iclr19_242_2_21	 For theorem 1, it is hard to say how much the theoretical analysis based on linear approximation near global minimizer would help understand the behavior of SGD.	 NA
iclr19_242_2_22	 I fail to understand the the authors augmentation.	 NEG
iclr19_242_2_23	 Following the authors logic, normal large batch training decrease the variability of <H>_k and which converges to flat minima.	 NA
iclr19_242_2_24	 It contradicts with the authors other explanation.	 NEG
iclr19_242_2_26	 In section 4.2, I fail to understand why the proposed method can affect the norm of gradient.	 NEG
iclr19_242_2_28	 Related works: Smith et al. 2018 Don't Decay the Learning Rate, Increase the Batch Size.	 NA
iclr19_242_2_29	 after rebuttal ==================== I appreciate the authors' response, but I do not think the rebuttal addressed my concerns.	 NEG
iclr19_242_2_30	 I will keep my score and argue for the rejection of this paper.	 NA
iclr19_242_2_31	 My main concern is that the benefit of this method is unclear.	 NEG
iclr19_242_2_32	 The main baseline that has been compared is the standard small-batch training.	 NA
iclr19_242_2_33	 However, the proposed method use a N times larger batch and same number of iterations, and hence N times more computation resources.	 NA
iclr19_242_2_34	 Moreover, the proposed method also use N times more augmented samples.	 NA
iclr19_242_2_35	 Like the authors said, they did not propose new data augmentation method, and their contribution is how to combine data augmentation with large-batch training.	 NA
iclr19_242_2_36	 However, I am not convinced by the experiments that the good performance is from the proposed method, not from the N times more augmented samples.	 NEG
iclr19_242_2_37	 I have suggested the authors to compare with stronger baselines to demonstrate the benefits.	 NA
iclr19_242_2_38	 However, the authors quote a previous paper that use different data augmentation and (potentially) other experimental settings.	 NA
iclr19_242_2_39	 The proposed method looks unstable.	 NEG
iclr19_242_2_40	 Moreover, instead of showing the consistent benefits of large batch, the authors tune the batchsize as a hyperparameter for different experiments.	 NEG
iclr19_242_2_41	 Regarding the theoretical part, I still do not follow the authors' explanation.	 NEG
iclr19_242_2_42	 I think it could at least be improved for clarity. "	 NEG
iclr19_261_3_0	 This paper presents CoDraw, a grounded and goal-driven dialogue environment for collaborative drawing.	 NA
iclr19_261_3_1	 The authors argue convincingly that an interactive and grounded evaluation environment helps us better measure how well NLG/NLU agents actually understand and use their language rather than evaluating against arbitrary ground-truth examples of what humans say, we can evaluate the objective end-to-end performance of a system in a well-specified nonlinguistic task.	 NA
iclr19_261_3_2	 They collect a novel dataset in this grounded and goal-driven communication paradigm, define a success metric for the collaborative drawing task, and present models for maximizing that metric.	 NA
iclr19_261_3_3	 This is a very interesting task and the dataset/models are a very useful contribution to the community.	 POS
iclr19_261_3_4	 I have just a few comments below:	 NA
iclr19_261_3_6	 Im not sure how impressed I should be by these results.	 NEG
iclr19_261_3_7	 The humanhuman similarity score is pretty far above those of the best models, even though MTurkers are not optimized (and likely not as motivated as an NN) to solve this task.	 NEG
iclr19_261_3_8	 You might be able to convince me more if you had a stronger baseline e.g. a bag-of-words Drawer model which works off of the average of the word embeddings in a scripted Teller input.	 NEG
iclr19_261_3_9	 Have you tried baselines like these?	 NA
iclr19_261_3_11	 Please provide variance measures on your results (within model configuration, across scene examples).	 NEG
iclr19_261_3_12	 Are the machinemachine pairs consistently performing well together?	 NEG
iclr19_261_3_13	 Are the humans?	 NEG
iclr19_261_3_14	 Depending on those variance numbers you might also consider doing a statistical test to argue that the auxiliary loss function and and RL fine-tuning offer certain improvement over the Scene2seq base model.	 NEG
iclr19_261_3_16	 Framing: there is a lot of work in collaborative / multi-agent dialogue models which you have missed see refs below to start.	 NEG
iclr19_261_3_17	 You should link to this literature (mostly in NLP) and contrast your task/model with theirs.	 NEG
iclr19_261_3_18	 References Vogel & Jurafsky (2010).	 NA
iclr19_261_3_19	 Learning to follow navigational directions.	 NA
iclr19_261_3_21	 Learning Symmetric Collaborative Dialogue Agents with Dynamic Knowledge Graph Embeddings.	 NA
iclr19_261_3_23	 Unified pragmatic models for generating and following instructions.	 NA
iclr19_261_3_25	 Speaker-follower models for vision-and-language navigation.	 NA
iclr19_261_3_27	 The red one!	 NA
iclr19_261_3_28	 On learning to refer to things based on their discriminative properties. "	 NA
iclr19_304_3_0	 Overview: The authors aim at finding and investigating criteria that allow to determine whether a deep (convolutional) model overfits the training data without using a hold-out data set.	 NA
iclr19_304_3_1	 Instead of using a hold-out set they propose to randomly flip the labels of certain amounts of training data and inspect the corresponding 'accuracy vs. randomization curves.	 NA
iclr19_304_3_2	 They propose three potential criteria based on the curves for determining when a model overfits and use those to determine the smallest l1-regularization parameter value that does not overfit.	 NA
iclr19_304_3_3	 I have several issues with this work.	 NEG
iclr19_304_3_4	 Foremost, the presented criteria are actually not real criteria (expect maybe C1) but rather general guidelines to visually inspect 'accuracy over randomization curves.	 NEG
iclr19_304_3_5	 The criteria remain very vague and seem be to applicable mainly to the evaluated data set (e.g. what defines a steep decrease?).	 NEG
iclr19_304_3_6	 Because of that, the experimental evaluation remains vague as well, as the criteria are tested on one data set by visual inspection.	 NEG
iclr19_304_3_7	 Additionally, only one type of regularization was assumed, namely l1-regularization, though other types are arguably more common in the deep (convolutional) learning literature.	 NEG
iclr19_304_3_8	 Overall, I think this paper is not fit for publication, because the contributions of the paper seem very vague and are neither thoroughly defined nor tested.	 NEG
iclr19_304_3_9	 Detailed remarks: General: A proper definition or at least a somewhat better notion of overfitting would have benefitted the paper.	 NEG
iclr19_304_3_10	 In the current version, you seem to define overfitting on-the-fly while defining your criteria.	 NA
iclr19_304_3_11	 You mention complexity of data and model several times in the paper but never define what you mean by that.	 NEG
iclr19_304_3_12	 Detailed: Page 3, last paragraph: Why did you not use bias terms in your model?	 NA
iclr19_304_3_13	 Page 4, Assumption.	 NA
iclr19_304_3_14	 What do you mean by the data being independent?	 NEG
iclr19_304_3_15	 Independent and identically distributed?	 NA
iclr19_304_3_16	 As in that case correlation in the data can be destroyed by the introduction of randomness making the data easier to learn.	 NA
iclr19_304_3_17	 What do you mean by "easier to learn"?	 NA
iclr19_304_3_19	 Better training error?	 NA
iclr19_304_3_20	 I dont understand the assumptions.	 NEG
iclr19_304_3_21	 You state that the regularization parameter should decrease complexity of the model.	 NA
iclr19_304_3_22	 Is that an assumption?	 NA
iclr19_304_3_23	 And how do you use that later?	 NEG
iclr19_304_3_24	 What does "similar scale mean?	 NEG
iclr19_304_3_25	 Page 4, Monotony.	 NA
iclr19_304_3_26	 You state two assumptions or claims, 'the accuracy curve is strictly monotonically decreasing for increasing randomness and 'we also expect that accuracy drops if the regularization of the model is increased, and then state that 'This shows that the accuracy is strictly monotonically decreasing as a function of randomness and regularization.	 NA
iclr19_304_3_27	 Although you didnt show anything but only state assumptions or claims (which may be reasonable but are not backed up here).	 NEG
iclr19_304_3_28	 I actually dont understand the purpose of this paragraph.	 NEG
iclr19_304_3_29	 Section 3.3 is confusing to me.	 NEG
iclr19_304_3_30	 What you actually do here is you present 3 different general criteria that could potentially detect overfitting on label-randomized training sets.	 NA
iclr19_304_3_31	 But you state it as if those measures are actually correct, which you didnt show yet.	 NEG
iclr19_304_3_32	 My main concern here, besides the motivations that I did not fully understand (s.b.	 NEG
iclr19_304_3_33	 is the lack of measurable criteria.	 NEG
iclr19_304_3_34	 While for criterion 1 you define overfitting as 'above the diagonal line and underfitting as below the line, which is at least measurable depending on sample density of the randomization, such criteria are missing for C2 and C3.	 NEG
iclr19_304_3_35	 Instead, you present vague of sharp drops and two modes but do not present rigorous definitions.	 NEG
iclr19_304_3_36	 You present a number for C2 in Section 5, but that is only applicable to the present data set (i.e. assuming that training accuracy is 1).	 NEG
iclr19_304_3_37	 Criterion 2 (b) is not clear.	 NEG
iclr19_304_3_38	 I neither understand "As the accuracy curve is also monotone decreasing with increasing regularization we will also detect the convexity by a steep drop in accuracy as depicted by the marked point in the Figure 1(b)" nor do I understand "accuracy over regularization curve (plotted in log-log space) is constant"?	 NEG
iclr19_304_3_39	 Does that mean that you assume that whenever the training accuracy drops lower than that of the model without regularization, it starts to underfit?	 NA
iclr19_304_3_40	 Due to the lack of numerical measures, the experimental evaluation necessarily remains vague by showing some graphs that show that all criteria are roughly met by regularization parameter on the cifar data set.	 NEG
iclr19_304_3_41	 In my view, this evaluation of the (vague) criteria is not fit for showing their possible merit. "	 NEG
iclr19_495_1_0	 This paper generalizes basic policy gradient methods by replacing the original Gaussian or Gaussian mixture policy with a normalizing flow policy, which is defined by a sequence of invertible transformations from a base policy.	 NA
iclr19_495_1_1	 Although the concept of normalizing flow is simple, and it has been applied to other models such as VAE, there seems no work on applying it for policy optimization.	 POS
iclr19_495_1_2	 Thus I think this method is itself interesting.	 POS
iclr19_495_1_3	 However, I find the paper written in a way assuming readers very familiar with related concept and algorithms in reinforcement learning.	 NEG
iclr19_495_1_4	 Thus although one can get the general idea on how the method works, it might be difficult to get a deeper understanding on some details.	 NEG
iclr19_495_1_5	 For example, normalizing flows are defined in Section 4, and then it is directly claimed that normalizing flows can be applied to policy optimization, without giving details on how it is actually applied, e.g., what is the objective function?	 NEG
iclr19_495_1_6	 and why one needs to compute gradients of the entropy (Section 4.1)?	 NA
iclr19_495_1_7	 Also, in the experiments, it is said that one can combing normalizing flows with TRPO without describing the details.	 NEG
iclr19_495_1_8	 I can't get how exactly normalizing flows + TRPO works.	 NEG
iclr19_495_1_9	 The experiments also talk about 2D bandit problem, and again, without any descriptions.	 NEG
iclr19_495_1_10	 BTW, in the Section 4.3, what does [-1, 1]^2 mean?	 NEG
iclr19_495_1_11	 I have seen {-1, 1}^2, but not [-1, 1]^2).	 NA
iclr19_495_1_12	 It seems that the authors only use the basic normalizing flow structures studied in Rezende&Mohamed (2015) and Dinh et al (2016).	 NEG
iclr19_495_1_13	 However, there are more powerful variants of normalizing flows such as the Multiplicative Normalizing Flows or the Glow.	 NEG
iclr19_495_1_14	 I wonder how good the results are if these more advanced versions are used.	 NA
iclr19_495_1_15	 Maybe they can uniformly outperform Gaussian policy?	 NA
iclr19_495_1_16	 Update: I feel the idea of this paper is straightforward, and the contribution is incremental.	 NEG
iclr19_495_1_17	 To improve the paper, stronger experiments need to be performed. "	 NEG
iclr19_601_3_0	 Authors propose a decoder arquitecture model named Subscale Pixel Network.	 NA
iclr19_601_3_1	 It is meant to generate overall images as image slice sequences with memory and computation economy by using a Multidimensional Upscaling method.	 NA
iclr19_601_3_2	 The paper is fairly well written and structured, and it seems technically sound.	 POS
iclr19_601_3_3	 Experiments are convincing.	 POS
iclr19_601_3_4	 Some minor issues: Figure 2 is not referenced anywhere in the main text.	 NEG
iclr19_601_3_5	 Figure 5 is referenced in the main text after figure 6.	 NEG
iclr19_601_3_6	 Even if intuitively understandable, all parameters in equations should be explicitly described (e.g., h,w,H,W in eq.1)"	 NEG
iclr19_659_2_0	 This paper proposes the deep reinforcement learning with ensembles of Q-functions.	 NA
iclr19_659_2_1	 Its main idea is updating multiple Q-functions, instead of one, with independently sampled experience replay memory, then take the action selected by the ensemble.	 NA
iclr19_659_2_2	 Experimental results demonstrate that the proposed method can achieve better performance than non-ensemble one under the same training steps, and the decision space can also be stabilized.	 NA
iclr19_659_2_3	 This paper is well-written.	 POS
iclr19_659_2_4	 The main ideas and claims are clearly expressed.	 POS
iclr19_659_2_5	 Using ensembles of Q-function can naturally reduce the variance of decisions, so it can speed up the training procedure for certain tasks.	 NA
iclr19_659_2_6	 This idea is simple and works well.	 POS
iclr19_659_2_7	 The main contribution is it provides a way to reduce the number of interactions with the environment.	 NA
iclr19_659_2_8	 My main concern about the paper is the time cost.	 NA
iclr19_659_2_9	 Since the method requires updating multiple Q-functions, it may cost much more time for each RL time step, so Im not sure whether the ensemble method can outperform the non-ensemble one within the same time period.	 NEG
iclr19_659_2_10	 This problem is important for practical usage.	 NA
iclr19_659_2_11	 However, the authors didnt show these results in the paper.	 NEG
iclr19_659_2_12	 Minor things: +The main idea is described too sketchily.	 NEG
iclr19_659_2_13	 I think more examples, such as in section 8.1, should be put in the main text.	 NEG
iclr19_866_1_0	 The paper proposes a modular approach to the problem of mapping instructions to robot actions.	 NA
iclr19_866_1_1	 The first of two modules is responsible for learning a goal embedding of a given instruction using a learned distance function.	 NA
iclr19_866_1_2	 The second module is responsible for mapping goals from this embedding space to control policies.	 NA
iclr19_866_1_3	 Such a modular approach has the advantage that the instruction-to-goal and goal-to-policy mappings can be trained separately and, in principle, allow for swapping in different modules.	 NA
iclr19_866_1_4	 The paper evaluates the method in various simulated domains and compares against RL and IL baselines.	 NA
iclr19_866_1_5	 STRENGTHS + Decoupling instruction-to-action mapping by introducing goals as a learned intermediate representation has advantages, particularly for goal-directed instructions.	 POS
iclr19_866_1_6	 Notably, these together with the ability to train the components separately will generally increase the efficiency of learning.	 POS
iclr19_866_1_7	 WEAKNESSES - The algorithmic contribution is relatively minor, while the technical merits of the approach are questionable.	 NEG
iclr19_866_1_8	 The goal-policy mapping approach would presumably restrict the robot to goals experienced during training, preventing generalization to new goals.	 NEG
iclr19_866_1_9	 This is in contrast to semantic parsing and symbol grounding models, which exploit the compositionality of language to generalize to new instructions.	 NA
iclr19_866_1_10	 The trajectory encoder operates differently for goal-oriented vs. trajectory-oriented instructions, however it is not clear how a given instruction is identified as being goal- vs. trajectory-oriented.	 NEG
iclr19_866_1_11	 While there are advantages to training the modules separately, there is a risk that they are reasoning over different portions of the goal space.	 NEG
iclr19_866_1_12	 A contrastive loss would seemingly be more appropriate for learning the instruction-goal distance function.	 NEG
iclr19_866_1_13	 The goal search process relies on a number of user-defined parameters - The nature of the instructions used for experimental evaluations is unclear.	 NEG
iclr19_866_1_14	 Are they free-form instructions?	 NEG
iclr19_866_1_15	 How many are there?	 NEG
iclr19_866_1_16	 Where do they come from?	 NEG
iclr19_866_1_17	 How different are the familiar and unfamiliar instructions?	 NEG
iclr19_866_1_18	 Similarly, what is the nature of the different action spaces?	 NEG
iclr19_866_1_19	 The domains considered for experimental evaluation are particularly simple.	 NEG
iclr19_866_1_20	 It would be better to evaluate on one of the few common benchmarks for robot language understanding, e.g., the SAIL corpus, which considers trajectory-oriented instructions.	 NEG
iclr19_866_1_21	 The paper provides insufficient details regarding the RL and IL baselines, making it impossible to judge their merits.	 NEG
iclr19_866_1_22	 The paper initially states that this distance function is computed from learned embeddings of human demonstrations, however these are presumably instructions rather than demonstrations.	 NEG
iclr19_866_1_23	 I wouldn't consider the results reported in Section 4.5 to be ablative studies.	 NEG
iclr19_866_1_24	 The paper incorrectly references Mei et al. 2016 when stating that methods require a large amount of human supervision (data annotation) and/or linguistic knowledge.	 NEG
iclr19_866_1_25	 In fact Mei et al. 2016 requires no human annotation or linguistic knowledge.	 NA
iclr19_866_1_26	 Relevant to the discussion of learning from demonstration for language understanding is the following paper by Duvallet et al. Duvalet, Kollar, and Stentz, "Imitation learning for natural language direction following through unknown environments," ICRA 2014 - The paper is overly verbose and redundant in places.	 NEG
iclr19_866_1_27	 There are several grammatical errors - The captions for Figures 3 and 4 are copied from Figure 1."	 NEG
iclr19_938_3_0	 Summary Authors present a decentralized policy, centralized value function approach (MAAC) to multi-agent learning.	 NA
iclr19_938_3_1	 They used an attention mechanism over agent policies as an input to a central value function.	 NA
iclr19_938_3_2	 Authors compare their approach with COMA (discrete actions and counterfactual (semi-centralized) baseline) and MADDPG (also uses centralized value function and continuous actions) MAAC is evaluated on two 2d cooperative environments, Treasure Collection and Rover Tower.	 NA
iclr19_938_3_3	 MAAC outperforms baselines on TC, but not on RT.	 NA
iclr19_938_3_4	 Furthermore, the different baselines perform differently: there is no method that consistently performs well.	 NA
iclr19_938_3_5	 Pro - MAAC is a simple combination of attention and a centralized value function approach.	 POS
iclr19_938_3_6	 Con - MAAC still requires all observations and actions of all other agents as an input to the value function, which makes this approach not scalable to settings with many agents.	 NEG
iclr19_938_3_7	 The centralized nature is also semantically improbable, as the observations might be high-dimensional in nature, so exchanging these between agents becomes impractical with complex problems.	 NEG
iclr19_938_3_8	 MAAC does not consistently outperform baselines, and it is not clear how the stated explanations about the difference in performance apply to other problems.	 NEG
iclr19_938_3_9	 Authors do not visualize the attention (as is common in previous work involving attention in e.g., NLP).	 NEG
iclr19_938_3_10	 It is unclear how the model actually operates and uses attention during execution.	 NEG
iclr19_938_3_11	 Reproducibility - It seems straightforward to implement this method, but I encourage open-sourcing the authors' implementation."	 NA
iclr19_997_3_0	 Summary This paper proposes an evolutionary-based method for the multi-objective neural architecture search, where the proposed method aims at minimizing two objectives: an error metric and the number of FLOPS.	 NA
iclr19_997_3_1	 The proposed method consists of an exploration step and an exploitation step.	 NA
iclr19_997_3_2	 In the exploration step, architectures are sampled by using genetic operators such as the crossover and the mutation.	 NA
iclr19_997_3_3	 In the exploitation step, architectures are generated by a Bayesian Network.	 NA
iclr19_997_3_4	 The proposed method is evaluated on object classification and object alignment tasks.	 NA
iclr19_997_3_5	 Pros - The performance of the proposed method is better than the existing multi-objective architecture search methods in the object classification task.	 POS
iclr19_997_3_6	 The effect of each proposed technique is appropriately evaluated.	 POS
iclr19_997_3_7	 Cons - The contribution of the proposed method is not clear to me.	 NEG
iclr19_997_3_8	 The proposed method is compared with the existing multi-objective methods in terms of classification accuracy, but if we focus on that point, the performance (i.e., error rate and FLOPs) of the proposed method is almost the same as those of the random search judging from Table 4.	 NEG
iclr19_997_3_9	 It would be better to compare the proposed method to the existing multi-objective methods in terms of classification accuracy and other objectives.	 NEG
iclr19_997_3_10	 This paper argues that the choice of the number of parameters is sub-optimal and ineffective in terms of computational complexity.	 NA
iclr19_997_3_11	 Please provide more details about this point.	 NA
iclr19_997_3_12	 For example, what is the drawbacks of the number of parameters, what is the advantages of FLOPs for multi-objective optimization?	 NEG
iclr19_997_3_13	 Please elaborate on the procedure and settings of the Bayesian network used in this paper.	 NEG
iclr19_997_3_14	 It would be better to provide discussions of recent neural architecture search methods solving the single-objective problem. "	 NEG
iclr20_1042_2_0	 This paper tackles the problem of catastrophic forgetting when data is organized in a large number of batches of data (tasks) that are sequentially made available.	 NA
iclr20_1042_2_1	 To avoid catastrophic forgetting, the authors learn a VAE that generates the training data (both inputs and labels) and retrain it using samples from the new task combined with samples generated from the VAE trained in the previous tasks (generative replay).	 NA
iclr20_1042_2_2	 In this way, there's no need to store all past data and even the first learned batch keeps being refreshed and should not be forgotten.	 NA
iclr20_1042_2_3	 I like that this paper uses a single global probabilistic model instead of separate discriminative and generative ones.	 POS
iclr20_1042_2_4	 Unfortunately, there are several things that left me unconvinced about this paper: 1) Presentation of the paper - Variables x, y, z are introduced and talked about without explanation.	 NEG
iclr20_1042_2_5	 The graphical model or factorization assumptions are not even mentioned until after the loss has been defined.	 NEG
iclr20_1042_2_6	 A normal flow is to first describe the model and what the involved variables mean, and then talk about what the loss for learning it should be, not the other way around.	 NA
iclr20_1042_2_7	 Text contradicting the equation: "In order to balance the individual loss terms, we normalize according to dimensions and weight the KL divergence with a constant of 0.1".	 NEG
iclr20_1042_2_8	 But equation (2) shows a loss with no weighting.	 NA
iclr20_1042_2_9	 I'm assuming the text is correct, but then a beta should be added to the equation in front of the KL divergence.	 NA
iclr20_1042_2_10	 Tables and figures are inconveniently far from where they are referenced in the text.	 NEG
iclr20_1042_2_11	 2) Theoretical inconsistencies Although the system might work overall, two things seem to be technically incorrect: - The decoder and classifier are expected to approximate the distribution of training data according to the authors (for valid generative replay).	 NEG
iclr20_1042_2_12	 This is not true in a beta-VAE.	 NEG
iclr20_1042_2_13	 The weighting of the KL that the authors introduce is going to bias the learned generator towards the high probability regions.	 NA
iclr20_1042_2_14	 This is not a sound mechanism to achieve an as-faithful-as-possible (limited by the expressiveness of the encoder-decoder architectures) approximation to the training data.	 NEG
iclr20_1042_2_15	 A Weibull distribution is used to model the same data, again, in a different way.	 NA
iclr20_1042_2_16	 I.e., there are two different probabilistic models modeling the same data in inconsistent ways and one or the other is used depending on the part of the system.	 NEG
iclr20_1042_2_17	 As an example, q(z) could be arbitrarily multimodal as far as the encoder is concerned, but the Weibull seems to force one mode per class.	 NA
iclr20_1042_2_18	 But regardless of this, both models are inconsistent.)	 NEG
iclr20_1042_2_19	 Similarly, the proposed rejection sampling scheme of OCDVAE is not consistent with the theory of VAEs and it's a post-hoc tweak that is not theoretically expected to provide a pdf of data with lower KL divergence to the true data pdf.	 NEG
iclr20_1042_2_20	 3) Experiments Finally, the experimental results do not look very compelling, it seems to be overall worse than the baselines in the two image datasets and slightly better in the audio dataset, so it's unclear that this approach is superior."	 NEG
iclr20_1493_2_0	 This paper proposes studying adversarial examples from the perspective of Bayes-optimal classifiers.	 NA
iclr20_1493_2_1	 They construct a pair of synthetic but somewhat realistic datasetsin one case, the Bayes-optimal classifier is *not* robust, demonstrating that the Bayes-optimal classifier may not be robust for real-world datasets.	 NA
iclr20_1493_2_2	 In the other case, the Bayes-optimal classifier is robust, but neural networks fail to learn the robust decision boundary.	 NA
iclr20_1493_2_3	 This demonstrates that even when the Bayes-optimal classifier is robust, we may need to explicitly regularize/incentivize neural networks to learn the correct decision boundary.	 NA
iclr20_1493_2_4	 The contribution of the two datasets (the symmetric and asymetric CelebA) is, in my opinion, an extremely important contribution in studying adversarial robustness and on their own these datasets warrant further study.	 POS
iclr20_1493_2_5	 Previously, all studies of this sort had to be done with small-scale classifiers and simplistic datasets such as Gaussians.	 NA
iclr20_1493_2_6	 The paper also definitively proves that there are realistic datasets where the Bayes-optimal classifier is non-robust, which goes against quite a bit of conventional wisdom in the field and opens up many new paths for research.	 POS
iclr20_1493_2_7	 However, there are a few (in my opinion) critical concerns that currently bar me from strongly recommending acceptance of the paper.	 NA
iclr20_1493_2_8	 I outline these below.	 NA
iclr20_1493_2_10	 Prior work: the paper seems to ignore a plethora of prior work around studying adversarial robustness and understanding its roots.	 NEG
iclr20_1493_2_11	 For example, a few very closely related works are as follows: - Adversarial examples are not Bugs, they are Features (pseudo-url): Ilyas et al (2019) demonstrate that adversarial perturbations are not in meaningless directions with respect to the data distribution, and in fact a classifier can be recovered from a labeled dataset of adversarial examples.	 NA
iclr20_1493_2_12	 While not in conflict with this work, it does closely relate and discuss many of the same issues discussed in this work, so relating them would be fruitful.	 NEG
iclr20_1493_2_13	 A Discussion of Adversarial Examples are not Bugs they are Features (pseudo-url): Nakkiran (2019) actually constructs a dataset (called adversarial squares) where the Bayes-optimal classifier is robust but neural networks learn a non-robust classifier due to label noise and overfitting.	 NA
iclr20_1493_2_14	 Interestingly, they also construct a dataset where they Bayes-optimal classifier is robust and neural networks *do* learn a robust classifier (adversarial squares sans label noise).	 NA
iclr20_1493_2_15	 While I think the datasets presented in this work are much more interesting and certainly more realistic, this work should be put in context.	 POS
iclr20_1493_2_16	 Excessive Invariance causes Adversarial Vulnerability (pseudo-url): Jacobsen et al offers an explanation for adversarial examples based on the fact that NNs are not sensitive to many task-relevant changes in inputs, which seems to tie in nicely to the discussion in this paper, as under the presented setup the Bayes-optimal classifier will certainly exploit (and be somewhat sensitive) to such changes.	 NA
iclr20_1493_2_17	 Adversarially robust generalization requires more data (pseudo-url): Schmidt et al show a setup where many more samples are required for adversarial robustness than for standard classification error.	 NA
iclr20_1493_2_18	 And it seems to have very relevant connections to your work.	 NA
iclr20_1493_2_19	 In general this list is not comprehensive either: there are many relevant connections to the robustness-accuracy tradeoff (pseudo-url, pseudo-url), and other works.	 NA
iclr20_1493_2_21	 Discussion/interpretation of the results: - Sufficient vs necessary: While the experimental design and results are both of very high quality, I am slightly confused about the interpretation of the results.	 POS
iclr20_1493_2_22	 First, if my understanding of the paper is correct, the experiments show that (a) the Bayes-optimal classifier can be non-robust in real-world settings, and (b) even when the Bayes-optimal classifier is robust, NNs can learn a non-robust decision boundary.	 NA
iclr20_1493_2_23	 In particular, (b) indicates that it may be *necessary* to design regularization methods that steer NNs towards the correct decision boundaryit says nothing about whether these regularization methods will be *sufficient*, which the paper seems to suggest, e.g. in the abstract "our results suggest that adversarial vulnerability is not an unavoidable consequence of machine learning in high dimensions, and may often be a result of suboptimal training methods used in current practice."	 NEG
iclr20_1493_2_24	 In fact, if real-world datasets end up being like the asymmetric dataset, then the results of this paper would actually indicate the *opposite* of the above statement.	 NEG
iclr20_1493_2_25	 It is unclear on what basis one can say that real-world datasets are more like the symmetric case or the asymmetric case.	 NEG
iclr20_1493_2_26	 I believe a more measured conclusion (perhaps that we *need* more regularization methods, but even then we may not be able to get perfect robustness and accuracy) would better fit the strong results presented in the paper.	 NEG
iclr20_1493_2_27	 CNN vs Linear SVM: I am confused about why we would expect a CNN to be able to learn the Bayes-optimal decision boundary but not the Linear SVM.	 NEG
iclr20_1493_2_28	 The paper justifies the adversarial vulnerability of the Linear SVM by arguing that the Bayes-optimal classifier is not in the Linear SVM hypothesis class, which makes sense.	 POS
